City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Berlevag,NO,2020-01-04 22:54:11,70.86,29.09,27.54,72,100,34.72
277,Ginir,ET,2020-01-04 22:56:25,7.14,40.71,58.35,74,59,4.09
278,Chokurdakh,RU,2020-01-04 22:56:25,70.62,147.9,-14.71,99,75,3.09
279,Avera,US,2020-01-04 22:56:26,33.19,-82.53,62.6,50,1,13.87
280,Iqaluit,CA,2020-01-04 22:54:25,63.75,-68.52,-22.0,67,40,27.51
281,Jodhpur,IN,2020-01-04 22:51:29,26.3,73.04,55.49,49,0,6.87
282,Praia Da Vitoria,PT,2020-01-04 22:56:27,38.73,-27.07,62.6,93,20,23.35
283,Maumere,ID,2020-01-04 22:56:27,-8.63,122.22,78.1,89,100,20.24
284,Cachira,CO,2020-01-04 22:56:27,7.74,-73.05,84.2,58,20,13.87
285,Inuvik,CA,2020-01-04 22:56:27,68.36,-133.71,-22.0,74,75,3.36
286,Yeppoon,AU,2020-01-04 22:56:28,-23.13,150.74,82.4,54,99,9.17
287,Olonets,RU,2020-01-04 22:56:28,60.98,32.97,32.4,97,100,5.95
288,Kahului,US,2020-01-04 22:56:28,20.89,-156.47,77.0,83,40,10.29
289,Wakefield,GB,2020-01-04 22:56:29,53.68,-1.5,45.0,93,75,17.22
290,Okato,NZ,2020-01-04 22:56:29,-39.19,173.88,63.0,60,100,10.0
291,Punta Alta,AR,2020-01-04 22:56:29,-27.46,-55.82,77.0,78,20,3.36
292,Kosum Phisai,TH,2020-01-04 22:56:30,16.25,103.07,69.8,77,4,4.7
293,Horta,BR,2020-01-04 22:56:30,-10.93,-37.66,82.4,69,95,11.41
294,La Libertad,PE,2020-01-04 22:56:30,-16.38,-71.56,57.2,82,75,5.82
295,Ugoofaaru,MV,2020-01-04 22:56:31,5.67,73.0,81.14,82,65,11.59
296,Marsa Matruh,EG,2020-01-04 22:54:05,31.35,27.25,50.0,76,20,11.41
297,Fairview,CA,2020-01-04 22:56:31,56.07,-118.38,15.8,61,75,12.75
298,Pangnirtung,CA,2020-01-04 22:56:32,66.15,-65.72,-5.8,63,20,21.92
299,Marienburg,DE,2020-01-04 22:56:32,52.12,9.98,39.99,93,75,4.7
300,Adamovka,RU,2020-01-04 22:56:32,51.52,59.94,10.9,97,94,9.93
301,Lingao,CN,2020-01-04 22:56:32,19.91,109.69,68.27,85,76,17.65
302,Shahr-E Kord,IR,2020-01-04 22:56:33,32.33,50.85,37.4,44,20,16.11
303,Hervey Bay,AU,2020-01-04 22:56:33,-25.3,152.85,84.99,57,40,5.82
304,Acapulco,MX,2020-01-04 22:56:33,16.86,-99.88,86.0,66,40,4.7
305,Ponta Do Sol,BR,2020-01-04 22:56:33,-20.63,-46.0,69.84,87,100,0.94
306,Champerico,MX,2020-01-04 22:56:27,16.38,-93.6,71.6,56,40,23.04
307,Lata,IN,2020-01-04 22:56:34,30.78,78.62,-1.14,52,20,9.28
308,Jiaocheng,CN,2020-01-04 22:56:34,24.68,116.14,60.98,85,100,1.68
309,Bonavista,CA,2020-01-04 22:56:35,48.65,-53.11,28.74,86,48,10.54
310,Adrar,DZ,2020-01-04 22:56:35,27.87,-0.29,46.4,33,49,10.29
311,Rio Gallegos,AR,2020-01-04 22:56:35,-51.62,-69.22,59.0,59,40,19.46
312,Inta,RU,2020-01-04 22:56:35,66.04,60.13,23.45,80,38,27.2
313,Sisimiut,GL,2020-01-04 22:56:36,66.94,-53.67,7.57,88,100,4.99
314,Faanui,PF,2020-01-04 22:56:36,-16.48,-151.75,81.82,76,100,10.78
315,Petropavlovsk-Kamchatskiy,RU,2020-01-04 22:53:29,53.05,158.65,19.4,79,20,6.71
316,Salalah,OM,2020-01-04 22:52:58,17.01,54.1,77.0,69,20,9.17
317,Koygorodok,RU,2020-01-04 22:56:37,60.44,51.01,28.17,96,100,7.4
318,Svetlaya,RU,2020-01-04 22:56:37,46.54,138.33,12.15,58,0,11.1
319,Locri,IT,2020-01-04 22:56:37,38.24,16.26,57.99,76,40,5.82
320,Camacha,PT,2020-01-04 22:54:07,33.08,-16.33,62.6,77,40,11.41
321,Si Sa Ket,TH,2020-01-04 22:56:38,15.12,104.33,69.01,88,0,3.36
322,Richards Bay,ZA,2020-01-04 22:56:38,-28.77,32.06,78.35,79,81,26.13
323,Lavrentiya,RU,2020-01-04 22:52:29,65.58,-170.99,-10.61,85,83,10.58
324,Palora,EC,2020-01-04 22:56:39,-1.7,-77.97,77.0,69,40,2.24
325,Port Hardy,CA,2020-01-04 22:56:39,50.7,-127.42,41.0,93,90,9.17
326,Nobres,BR,2020-01-04 22:56:39,-14.72,-56.34,73.69,92,99,4.23
327,Nouadhibou,MR,2020-01-04 22:54:32,20.93,-17.03,62.6,45,0,9.17
328,Turbat,PK,2020-01-04 22:56:40,26.0,63.05,64.54,86,36,2.89
329,Mlimba,TZ,2020-01-04 22:56:40,-8.78,35.81,72.55,96,100,1.3
330,Diamantino,BR,2020-01-04 22:56:40,-14.4,-56.44,73.69,92,99,4.23
331,Nanakuli,US,2020-01-04 22:56:41,21.39,-158.15,80.6,94,90,16.11
332,Gravdal,NO,2020-01-04 22:56:41,59.79,5.78,37.99,76,38,9.17
333,Tobermory,CA,2020-01-04 22:56:41,45.25,-81.67,28.42,79,97,15.52
334,Nerchinskiy Zavod,RU,2020-01-04 22:56:42,51.31,119.61,-6.52,98,95,4.29
335,Kuantan,MY,2020-01-04 22:56:42,3.82,103.33,75.2,88,20,4.7
336,Gat,SN,2020-01-04 22:53:58,14.69,-16.54,69.8,56,15,10.29
337,Vestmannaeyjar,IS,2020-01-04 22:56:18,63.44,-20.27,44.29,74,96,28.7
338,Samarai,PG,2020-01-04 22:56:44,-10.62,150.67,85.62,66,63,4.63
339,Naze,NG,2020-01-04 22:56:45,5.43,7.07,73.4,73,99,2.3
340,Livani,LV,2020-01-04 22:56:45,56.35,26.18,32.32,85,40,9.13
341,Puerto Barrios,GT,2020-01-04 22:56:45,15.72,-88.58,84.2,70,75,6.93
342,Kavieng,PG,2020-01-04 22:52:15,-2.57,150.8,84.65,74,100,9.17
343,Chermoz,RU,2020-01-04 22:56:46,58.79,56.15,26.42,91,100,11.25
344,Meulaboh,ID,2020-01-04 22:56:46,4.14,96.13,80.49,80,10,5.61
345,Tateyama,JP,2020-01-04 22:56:46,36.66,137.31,37.99,97,75,3.36
346,Tura,RU,2020-01-04 22:56:47,64.27,100.22,3.07,96,100,6.62
347,Ekimchan,RU,2020-01-04 22:56:47,53.07,132.94,-22.49,91,8,2.15
348,Senj,HR,2020-01-04 22:56:47,45.35,13.91,53.6,43,55,11.41
349,Kribi,CM,2020-01-04 22:56:48,2.94,9.91,77.58,82,5,5.79
350,Eregli,TR,2020-01-04 22:56:48,37.51,34.05,30.27,76,68,0.74
351,Ulladulla,AU,2020-01-04 22:56:48,-35.36,150.48,66.99,82,90,13.87
352,Bambous Virieux,MU,2020-01-04 22:56:49,-20.34,57.76,78.01,94,75,14.16
353,Keetmanshoop,NA,2020-01-04 22:56:49,-26.57,18.15,80.6,21,21,17.22
354,Dalmeny,CA,2020-01-04 22:56:49,52.34,-106.77,30.99,79,75,11.41
355,Scarborough,GB,2020-01-04 22:56:50,54.28,-0.41,45.0,87,87,8.05
356,Kloulklubed,PW,2020-01-04 22:54:42,7.04,134.26,78.8,83,75,4.7
357,Medicine Hat,CA,2020-01-04 22:56:50,50.04,-110.68,33.01,62,90,11.41
358,Abengourou,CI,2020-01-04 22:56:51,6.73,-3.5,69.17,40,0,1.59
359,Calamar,CO,2020-01-04 22:56:51,1.96,-72.65,74.93,67,49,2.13
360,Teguldet,RU,2020-01-04 22:56:51,57.31,88.17,18.23,91,100,11.52
361,Mtwara,TZ,2020-01-04 22:56:51,-10.28,40.18,72.57,97,100,2.17
362,Iracoubo,GF,2020-01-04 22:56:52,5.48,-53.21,79.7,80,76,15.01
363,Bukama,CD,2020-01-04 22:56:52,-9.2,25.85,69.37,98,100,2.42
364,Auki,NG,2020-01-04 22:56:52,12.18,6.51,62.56,24,72,15.73
365,Mandan,US,2020-01-04 22:56:53,46.83,-100.89,42.01,92,1,8.05
366,Zwedru,LR,2020-01-04 22:56:53,6.07,-8.13,68.74,48,0,2.53
367,Huarmey,PE,2020-01-04 22:56:54,-10.07,-78.15,70.11,75,96,5.23
368,Coari,BR,2020-01-04 22:56:54,-4.09,-63.14,78.67,77,40,2.01
369,Royan,FR,2020-01-04 22:56:54,45.62,-1.03,39.2,93,12,9.35
370,Matca,RO,2020-01-04 22:56:54,45.86,27.54,30.25,85,62,5.21
371,Hope Mills,US,2020-01-04 22:55:50,34.97,-78.95,64.4,55,1,12.75
372,Sola,TZ,2020-01-04 22:56:55,-3.17,33.8,64.89,84,1,4.56
373,Port Blair,IN,2020-01-04 22:54:48,11.67,92.75,81.34,74,83,11.16
374,Martapura,ID,2020-01-04 22:56:55,-3.41,114.85,77.0,100,75,5.82
375,Chemax,MX,2020-01-04 22:56:56,20.66,-87.94,70.02,84,94,5.55
376,Flinders,AU,2020-01-04 22:54:46,-34.58,150.85,72.0,82,90,13.87
377,Sambava,MG,2020-01-04 22:54:06,-14.27,50.17,72.41,97,80,1.68
378,Chifeng,CN,2020-01-04 22:56:56,42.27,118.96,14.76,69,0,4.47
379,Evensk,RU,2020-01-04 22:53:41,61.92,159.24,9.93,49,82,4.81
380,Curup,ID,2020-01-04 22:56:57,-3.47,102.53,68.34,97,91,3.27
381,Totma,RU,2020-01-04 22:56:57,59.98,42.76,28.92,97,100,6.35
382,Innisfail,AU,2020-01-04 22:56:58,-17.52,146.03,79.0,73,35,7.0
383,Deputatskiy,RU,2020-01-04 22:54:13,69.3,139.9,-6.72,84,100,1.88
384,Shimoda,JP,2020-01-04 22:52:25,34.7,138.93,43.0,60,20,14.99
385,Dekar,BW,2020-01-04 22:56:59,-21.53,21.93,74.41,72,100,3.78
386,Khandbari,NP,2020-01-04 22:56:59,27.38,87.21,27.45,69,47,2.26
387,Port Hawkesbury,CA,2020-01-04 22:57:00,45.62,-61.36,33.01,100,1,1.01
388,Jalu,LY,2020-01-04 22:57:00,29.03,21.55,48.74,81,0,8.14
389,Pundaguitan,PH,2020-01-04 22:57:00,6.37,126.17,78.4,76,1,6.35
390,Plouzane,FR,2020-01-04 22:57:01,48.38,-4.62,46.4,75,90,1.12
391,Dig,IN,2020-01-04 22:57:01,27.47,77.33,50.47,67,0,3.09
392,Fonte Boa,BR,2020-01-04 22:57:01,-2.51,-66.09,79.25,69,59,0.6
393,Balotra,IN,2020-01-04 22:57:02,25.83,72.24,58.84,37,9,8.63
394,Adeje,NG,2020-01-04 22:57:02,5.68,5.76,72.59,58,79,2.8
395,Bambanglipuro,ID,2020-01-04 22:57:02,-7.95,110.28,77.74,85,43,7.09
396,Miles City,US,2020-01-04 22:57:03,46.41,-105.84,57.2,24,1,24.16
397,Nantucket,US,2020-01-04 22:57:03,41.28,-70.1,46.4,100,90,6.93
398,Ahtopol,BG,2020-01-04 22:57:04,42.1,27.94,41.0,64,71,2.24
399,Seraing,BE,2020-01-04 22:57:04,50.6,5.51,44.6,93,75,8.05
400,Baghdad,IQ,2020-01-04 22:55:52,33.3,44.38,41.0,100,0,2.24
401,Smoky Lake,CA,2020-01-04 22:57:05,54.11,-112.47,34.0,71,100,18.01
402,Palmer,AU,2020-01-04 22:57:05,-34.85,139.16,59.0,77,75,10.29
403,Rubbestadneset,NO,2020-01-04 22:57:06,59.81,5.27,37.99,76,82,9.17
404,Schwechat,AT,2020-01-04 22:57:06,48.14,16.48,41.0,75,75,24.16
405,Portland,US,2020-01-04 22:53:54,43.66,-70.25,37.4,86,90,6.93
406,Tunceli,TR,2020-01-04 22:57:07,39.11,39.55,39.2,86,90,4.7
407,Ussuriysk,RU,2020-01-04 22:57:07,43.8,131.95,-4.0,83,0,2.51
408,Kenai,US,2020-01-04 22:57:07,60.55,-151.26,3.0,76,1,3.36
409,Katsuura,JP,2020-01-04 22:57:07,33.93,134.5,44.6,56,75,11.41
410,Jijiga,ET,2020-01-04 22:57:08,9.35,42.8,59.34,62,95,1.61
411,Minsk Mazowiecki,PL,2020-01-04 22:57:08,52.18,21.57,39.0,79,20,14.99
412,Fairbanks,US,2020-01-04 22:55:37,64.84,-147.72,-20.0,73,20,2.21
413,Bathsheba,BB,2020-01-04 22:57:09,13.22,-59.52,78.8,74,75,12.75
414,Beyneu,KZ,2020-01-04 22:57:09,45.32,55.19,27.97,68,7,5.21
415,Itarema,BR,2020-01-04 22:57:10,-2.92,-39.92,78.13,85,81,4.68
416,Fallon,US,2020-01-04 22:56:45,46.84,-105.12,46.4,49,1,9.17
417,Mandalgovi,MN,2020-01-04 22:57:10,45.76,106.27,4.44,92,62,3.15
418,Union,US,2020-01-04 22:57:11,34.72,-81.62,59.0,50,1,11.41
419,Mnogovershinnyy,RU,2020-01-04 22:57:11,53.94,139.92,0.43,97,100,5.82
420,Poum,MK,2020-01-04 22:57:11,41.28,20.71,31.46,72,75,4.23
421,Popondetta,PG,2020-01-04 22:57:11,-8.77,148.24,77.23,74,66,4.36
422,Pochutla,MX,2020-01-04 22:57:11,15.74,-96.47,86.0,62,20,6.93
423,Labuhan,ID,2020-01-04 22:57:12,-2.54,115.51,77.52,87,100,0.47
424,Clarence Town,AU,2020-01-04 22:57:12,-32.59,151.78,84.0,64,90,18.34
425,Provideniya,RU,2020-01-04 22:53:54,64.42,-173.23,-11.9,75,65,10.11
426,Saint-Joseph,FR,2020-01-04 22:57:12,43.56,6.97,50.0,87,0,2.24
427,Eydhafushi,MV,2020-01-04 22:57:13,5.1,73.07,81.52,78,96,8.61
428,Tuatapere,NZ,2020-01-04 22:57:13,-46.13,167.69,55.99,74,100,24.0
429,Mackenzie,CA,2020-01-04 22:57:13,55.34,-123.09,28.4,74,75,9.17
430,Kodinsk,RU,2020-01-04 22:57:13,58.6,99.18,10.42,93,92,9.24
431,Vilhena,BR,2020-01-04 22:57:14,-12.74,-60.15,73.4,100,75,4.7
432,Olinda,AU,2020-01-04 22:52:44,-37.84,145.39,55.99,93,75,10.29
433,Walvis Bay,NA,2020-01-04 22:57:14,-22.95,14.51,61.0,87,16,10.29
434,Ous,RU,2020-01-04 22:57:14,60.91,61.52,29.8,84,100,8.66
435,Sokna,NO,2020-01-04 22:57:15,60.24,9.92,28.99,58,21,8.05
436,El Alto,BO,2020-01-04 22:55:43,-16.5,-68.19,51.8,66,75,9.17
437,Upata,VE,2020-01-04 22:57:16,8.02,-62.41,72.36,79,80,3.8
438,Urucara,BR,2020-01-04 22:57:16,-2.54,-57.76,78.6,73,54,0.22
439,Port Hedland,AU,2020-01-04 22:57:16,-20.31,118.58,80.6,54,100,16.11
440,Poli,CM,2020-01-04 22:57:17,8.48,13.24,67.39,24,0,3.56
441,Sakata,JP,2020-01-04 22:57:17,38.92,139.93,35.6,59,75,12.75
442,Xuddur,SO,2020-01-04 22:57:17,4.12,43.89,72.52,80,46,12.1
443,Puerto Ayacucho,CO,2020-01-04 22:54:12,5.66,-67.63,91.4,46,19,6.93
444,Makakilo City,US,2020-01-04 22:57:18,21.35,-158.09,80.6,94,90,16.11
445,Foki,RU,2020-01-04 22:54:35,56.69,54.35,27.55,94,100,9.28
446,La Palma Del Condado,ES,2020-01-04 22:57:19,37.38,-6.55,51.8,81,75,8.05
447,Bandarbeyla,SO,2020-01-04 22:57:19,9.49,50.81,77.05,78,53,16.04
448,Silvania,CO,2020-01-04 22:57:20,4.4,-74.39,64.4,59,20,11.41
449,East London,ZA,2020-01-04 22:52:52,-33.02,27.91,75.0,93,42,0.85
450,Vila Velha,BR,2020-01-04 22:52:30,-3.71,-38.6,86.0,69,20,5.82
451,Weligama,LK,2020-01-04 22:57:21,5.97,80.42,73.15,92,14,6.6
452,Bonito,BR,2020-01-04 22:57:21,-1.36,-47.3,74.21,95,100,5.59
453,Unhel,IN,2020-01-04 22:57:21,23.33,75.57,50.43,73,0,6.6
454,Ituporanga,BR,2020-01-04 22:57:22,-27.41,-49.6,59.0,98,100,7.0
455,Paamiut,GL,2020-01-04 22:57:22,61.99,-49.67,24.69,81,97,15.57
456,Cheyenne,US,2020-01-04 22:56:25,41.14,-104.82,53.6,37,1,5.82
457,Nogales,CL,2020-01-04 22:57:22,-32.73,-71.2,81.0,88,20,14.99
458,Felanitx,ES,2020-01-04 22:57:23,39.47,3.15,51.01,76,0,4.7
459,Puerto Narino,CO,2020-01-04 22:57:23,-3.77,-70.38,84.2,83,75,5.82
460,Saldanha,PT,2020-01-04 22:53:26,41.42,-6.55,36.23,87,1,3.29
461,Antofagasta,CL,2020-01-04 22:54:58,-23.65,-70.4,68.0,72,90,11.41
462,Manokwari,ID,2020-01-04 22:57:24,-0.87,134.08,76.08,83,100,3.09
463,Montevideo,US,2020-01-04 22:57:22,44.94,-95.72,28.4,85,1,6.93
464,Ewa Beach,US,2020-01-04 22:57:24,21.32,-158.01,80.6,94,90,16.11
465,Salina Cruz,MX,2020-01-04 22:57:25,16.18,-95.2,74.44,68,100,52.79
466,Sangar,RU,2020-01-04 22:57:25,63.92,127.47,-13.54,95,100,8.19
467,Winneba,GH,2020-01-04 22:57:25,5.35,-0.62,78.8,50,47,4.7
468,Saint-Gaudens,FR,2020-01-04 22:57:25,43.11,0.72,44.01,100,90,3.36
469,Zharkent,KZ,2020-01-04 22:57:26,44.17,80.0,17.26,83,100,3.15
470,Bundaberg,AU,2020-01-04 22:57:26,-24.87,152.35,84.99,57,40,5.82
471,Inhambane,MZ,2020-01-04 22:57:26,-23.87,35.38,78.17,82,52,12.37
472,Cap Malheureux,MU,2020-01-04 22:57:27,-19.98,57.61,78.01,94,75,11.5
473,Jalingo,NG,2020-01-04 22:57:27,10.3,10.93,62.35,33,3,11.41
474,San Borja,BO,2020-01-04 22:57:27,-14.86,-66.75,77.85,88,93,1.63
475,Ola,RU,2020-01-04 22:56:04,59.58,151.3,17.13,72,75,15.14
476,Muromtsevo,RU,2020-01-04 22:57:28,56.37,75.24,18.57,93,100,9.4
477,Obo,CF,2020-01-04 22:57:28,5.39,26.49,69.96,30,3,5.3
478,Ekhabi,RU,2020-01-04 22:57:29,53.51,142.97,3.25,92,97,21.79
479,Conde,BR,2020-01-04 22:57:29,-11.81,-37.61,81.0,77,100,18.14
480,Aykhal,RU,2020-01-04 22:57:29,65.95,111.51,-20.2,75,40,4.47
481,Luau,CD,2020-01-04 22:57:30,-10.7,22.23,63.14,98,100,1.25
482,Lunenburg,CA,2020-01-04 22:57:30,44.38,-64.32,37.0,95,100,3.4
483,Trat,TH,2020-01-04 22:57:30,12.25,102.51,79.0,59,0,5.84
484,Dangriga,BZ,2020-01-04 22:57:30,16.97,-88.23,87.8,66,40,11.41
485,Mindelo,PT,2020-01-04 22:56:32,41.31,-8.72,48.0,87,0,6.93
486,Port Macquarie,AU,2020-01-04 22:56:26,-31.43,152.91,84.0,65,90,8.05
487,Filadelfia,PY,2020-01-04 22:57:32,-22.35,-60.04,82.69,27,0,6.4
488,Lasa,CY,2020-01-04 22:55:57,34.92,32.53,59.0,67,75,12.75
489,Verkhnyaya Inta,RU,2020-01-04 22:57:32,65.99,60.32,23.31,80,22,26.15
490,Mirpur Sakro,PK,2020-01-04 22:57:32,24.55,67.63,59.0,87,40,2.62
491,San Cristobal,HN,2020-01-04 22:57:33,14.68,-86.92,68.5,82,57,6.85
492,Sirnak,TR,2020-01-04 22:57:33,37.52,42.46,27.07,80,26,4.56
493,Churapcha,RU,2020-01-04 22:57:33,62.0,132.43,-16.82,97,100,6.08
494,The Valley,AI,2020-01-04 22:55:51,18.22,-63.06,80.6,69,40,9.17
495,Anadyr,RU,2020-01-04 22:57:34,64.73,177.51,-31.0,66,0,4.47
496,Havelock,US,2020-01-04 22:56:06,34.88,-76.9,64.4,72,20,10.29
497,Liverpool,GB,2020-01-04 22:56:57,53.41,-2.98,45.0,93,90,6.93
498,Kortkeros,RU,2020-01-04 22:57:35,61.81,51.56,32.0,95,75,4.47
499,Lagoa,PT,2020-01-04 22:57:35,37.14,-8.45,52.0,87,0,5.82
500,Teknaf,BD,2020-01-04 22:57:36,20.86,92.31,63.64,98,74,1.32
501,Lompoc,US,2020-01-04 22:53:24,34.64,-120.46,64.0,63,1,4.7
502,Bay Roberts,CA,2020-01-04 22:57:37,47.58,-53.28,33.01,97,90,6.93
503,Chengam,IN,2020-01-04 22:57:37,12.3,78.79,69.87,94,87,0.54
504,Mvuma,ZW,2020-01-04 22:57:37,-19.28,30.53,66.99,72,64,9.98
505,Ulagan,RU,2020-01-04 22:57:37,50.63,87.96,3.42,78,86,3.53
506,Emba,CY,2020-01-04 22:57:38,34.81,32.42,59.0,67,75,12.75
507,Rocha,UY,2020-01-04 22:54:56,-34.48,-54.34,64.13,84,0,8.23
508,Spornoye,RU,2020-01-04 22:57:38,50.84,37.29,30.2,92,75,6.71
509,Maglaj,BA,2020-01-04 22:57:38,44.55,18.1,33.8,100,90,5.82
510,Strezhevoy,RU,2020-01-04 22:54:44,60.73,77.6,24.8,92,90,11.18
511,Soyo,AO,2020-01-04 22:57:39,-6.13,12.37,77.5,89,100,3.69
512,Atambua,ID,2020-01-04 22:53:13,-9.11,124.89,81.72,70,100,3.38
513,Caluquembe,AO,2020-01-04 22:57:39,-13.78,14.68,59.34,96,100,7.96
514,Skibbereen,IE,2020-01-04 22:57:40,51.55,-9.27,46.4,100,75,14.99
515,Hay River,CA,2020-01-04 22:57:40,60.82,-115.79,10.4,92,90,5.82
516,Morehead,US,2020-01-04 22:57:40,38.18,-83.43,37.0,74,90,11.41
517,Vieques,PR,2020-01-04 22:57:41,18.43,-65.83,80.6,69,20,8.05
518,Grindavik,IS,2020-01-04 22:57:41,63.84,-22.43,39.2,93,75,28.86
519,Pyapon,MM,2020-01-04 22:57:41,16.29,95.68,70.9,73,0,4.56
520,Lumphat,KH,2020-01-04 22:57:41,13.5,106.97,64.51,86,25,5.79
521,Basco,US,2020-01-04 22:57:42,40.33,-91.2,37.99,78,1,5.82
522,Ratne,UA,2020-01-04 22:57:42,51.67,24.52,32.41,96,100,20.22
523,Dunedin,NZ,2020-01-04 22:57:42,-45.87,170.5,60.01,71,100,8.01
524,Tralee,US,2020-01-04 22:57:42,37.56,-81.4,39.2,80,88,14.18
525,Kamaishi,JP,2020-01-04 22:57:43,39.28,141.86,30.29,56,0,8.39
526,Vryburg,ZA,2020-01-04 22:57:43,-26.96,24.73,73.29,49,17,8.43
527,Te Anau,NZ,2020-01-04 22:57:43,-45.41,167.72,48.51,77,100,13.87
528,Verkhnyaya Toyma,RU,2020-01-04 22:57:43,62.24,45.0,28.83,93,100,4.52
529,Novovarshavka,RU,2020-01-04 22:57:43,54.17,74.7,27.61,87,100,14.97
530,Balaguer,ES,2020-01-04 22:57:44,41.79,0.81,41.0,100,75,5.82
531,Griffith,AU,2020-01-04 22:57:44,-34.29,146.06,69.8,34,90,10.29
532,Cururupu,BR,2020-01-04 22:57:44,-1.82,-44.87,74.52,95,100,2.57
533,Stanghelle,NO,2020-01-04 22:57:45,60.55,5.74,37.99,86,75,10.29
534,Arica,CL,2020-01-04 22:57:45,-18.48,-70.32,73.4,69,54,9.17
535,Namatanai,PG,2020-01-04 22:55:48,-3.66,152.44,80.33,79,100,2.13
536,Ruza,RU,2020-01-04 22:57:46,55.7,36.19,32.0,88,75,11.18
537,Aklavik,CA,2020-01-04 22:56:02,68.22,-135.01,-22.0,67,40,6.93
538,Najran,SA,2020-01-04 22:57:46,17.54,44.22,71.6,26,0,3.36
539,Henderson,US,2020-01-04 22:56:36,36.04,-114.98,57.2,36,1,5.82
540,Dali,CN,2020-01-04 22:57:47,34.79,109.94,36.32,94,100,20.22
541,Cartagena,ES,2020-01-04 22:52:52,37.63,-1.0,46.99,100,4,4.7
542,Altay,CN,2020-01-04 22:57:48,47.83,88.13,8.92,63,84,4.18
543,Tombouctou,ML,2020-01-04 22:57:48,16.77,-3.01,59.0,20,0,10.92
544,Porto-Vecchio,FR,2020-01-04 22:57:48,41.59,9.28,50.0,100,17,3.36
545,Keti Bandar,PK,2020-01-04 22:56:23,24.14,67.45,65.16,85,0,3.74
546,San Andres,PH,2020-01-04 22:57:49,13.32,122.68,76.68,77,78,15.17
547,Ngunguru,NZ,2020-01-04 22:57:50,-35.62,174.5,72.0,59,88,8.99
548,Jintur,IN,2020-01-04 22:57:50,19.61,76.69,61.18,75,0,7.34
549,Tarija,BO,2020-01-04 22:57:50,-21.53,-64.73,73.4,53,75,5.82
550,Coihaique,CL,2020-01-04 22:53:35,-45.58,-72.07,59.0,44,40,10.29
551,Killybegs,IE,2020-01-04 22:54:20,54.63,-8.45,46.99,94,98,1.01
